name,market,funding_amount,status,country,region,funding_rounds,founded_at,first_funding_at,last_funding_at
skillsbite.com, None ,120000,closed,GBR,Newbury,1,1282262400,1312156800,1312156800
Skillset, Education ,100000,operating,USA,New York City,1,1372636800,1383264000,1383264000
Skillshare, Education ,10750168,operating,USA,New York City,4,1288569600,1304208000,1393545600
SkillSlate, Service Providers ,1100000,acquired,USA,New York City,1,1230768000,1287532800,1287532800
Skills Matter, Web Development ,5000000,operating,GBR,London,1,1068076800,1354752000,1354752000
SkillSonics India, Education ,4000000,operating,IND,Bangalore,1,1297728000,1372377600,1372377600
SkillsTrak, Software ,640000,operating,GBR,Leeds,1,1149897600,1199145600,1199145600
SkillSurvey, Employment ,1800000,operating,USA,Newark,1,1009843200,1209945600,1209945600
Skillz, Games ,8300000,operating,USA,Boston,3,1333238400,1352937600,1371513600
SkimaTalk, Education ,100000,operating,USA,SF Bay Area,1,1325376000,1351036800,1351036800
Skimbl, Hospitality ,11700,operating,CHN,Shanghai,1,1325376000,1377734400,1377734400
Skimble, Android ,20000,operating,USA,SF Bay Area,1,1262304000,1304208000,1304208000
Skim.it, Collaboration ,28437,operating,GBR,London,1,1356998400,1393632000,1393632000
Skimlinks, Performance Marketing ,9292877,operating,GBR,London,6,1136073600,1199145600,1394582400
Skin Analytics, mHealth ,619328,operating,GBR,London,5,1335830400,1335830400,1404864000
Skinfix, Health and Wellness ,676393,operating,CAN,Halifax,1,2524608000,1403049600,1403049600
Skinit. Inc., Manufacturing ,12000000,operating,USA,San Diego,1,1041379200,1307577600,1307577600
Skinkers, Peer-to-Peer ,23414268,acquired,GBR,London,3,915148800,1138752000,1191196800
SkinMedica, Biotechnology ,9438712,operating,USA,San Diego,1,915148800,1244678400,1244678400
Skinny Mom, Health and Wellness ,100000,operating,USA,Cincinnati,1,1301616000,1363305600,1363305600
Skin Scan, Biotechnology ,68630,operating,ROM,Bucharest,1,1285891200,1285891200,1285891200
Skipjump, Vacation Rentals ,15000,operating,USA,New York City,1,1228089600,1230768000,1230768000
Skitsanos Automotive, Computers ,48312,operating,ROM,Bucharest,1,1388534400,1406073600,1406073600
Skoodat, K-12 Education ,2000000,operating,USA,Chattanooga,2,1225756800,1225756800,1252022400
Skoovy, Social Media ,750000,operating,USA,Phoenix,1,1328054400,1328054400,1328054400
Skopeo.fr, Mobile ,536071,operating,FRA,Paris,2,1301270400,1298851200,1372636800
Skorpios Technologies, Health and Wellness ,23000000,operating,USA,Albuquerque,3,1230768000,1283126400,1322524800
Skout, Social Media ,22000000,operating,USA,SF Bay Area,2,1167609600,1277942400,1333411200
Skubana, Enterprise Software ,750000,operating,USA,New York City,1,1375315200,1388534400,1388534400
Skully Helmets, Automotive ,1692454,operating,USA,SF Bay Area,1,1359676800,1407715200,1407715200
Skulpt, Health and Wellness ,1598000,operating,USA,SF Bay Area,3,1247011200,1366070400,1398729600
SKURA, CRM ,3000000,operating,CAN,Toronto,1,820454400,1380499200,1380499200
Skweez, SMS ,940000,operating,USA,Salt Lake City,1,1078099200,1333238400,1333238400
Skwibl, Web Design ,40000,operating,AUS,South Australia,2,1341792000,1341792000,1378857600
SkyBitz, Software ,10000000,operating,USA,Sterling,1,788918400,1170806400,1170806400
Skybox Imaging, Aerospace ,91000000,acquired,USA,SF Bay Area,3,1231113600,1248998400,1334620800
SkyBridge, Clean Technology ,100000,operating,USA,Las Vegas,1,694224000,1266278400,1266278400
SkyBulls, None ,40000,operating,USA,SF Bay Area,1,1325376000,1363219200,1363219200
Skycatch, Aerospace ,19670000,operating,USA,SF Bay Area,4,1356998400,1372636800,1400803200
Skycheckin, Web Hosting ,75000,operating,USA,New York City,1,1338508800,1358208000,1358208000
Skycure, Security ,3000000,operating,ISR,Tel Aviv,1,1325376000,1352764800,1352764800
Skydeck, Messaging ,4000000,operating,USA,SF Bay Area,2,1355097600,1201824000,1222646400
SkyDox, Cloud Management ,32435444,operating,GBR,London,1,1230768000,1347580800,1347580800
SKYE Associates, E-Commerce ,2500000,operating,USA,Washington D.C.,1,1136073600,1383177600,1383177600
Skyepack, Mobile ,20000,operating,USA,West Lafayette,1,1325376000,1356912000,1356912000
Skyera, Enterprise Software ,51600000,operating,USA,SF Bay Area,1,1262304000,1361404800,1361404800
Skyfiber, Wireless ,30000000,operating,USA,Bryan,1,820454400,1238112000,1238112000
Skyfire Labs, Enterprise Software ,40800000,acquired,USA,SF Bay Area,5,1143849600,1180656000,1350000000
Sky Frequency, Mobile ,200000,operating,USA,Huntsville,1,1262304000,1304899200,1304899200
SkyFuel, Clean Technology ,17000000,operating,USA,Denver,1,1167609600,1207008000,1207008000
Skyhigh Networks, Data Security ,66500000,operating,USA,SF Bay Area,3,1293840000,1333929600,1403481600
Skyhood, Recruiting ,352300,operating,FIN,Helsinki,2,1284940800,1283299200,1312156800
Skyhook Wireless, Mobile ,16800000,acquired,USA,Boston,3,1041379200,1072915200,1184544000
SkyKick, Enterprise Software ,9553000,operating,USA,Seattle,4,1317427200,1331596800,1406505600
Skylabs, E-Commerce ,661000,operating,NOR,Aust-Agder,1,1356998400,1381017600,1381017600
Skylight Healthcare Systems, Health and Wellness ,15950000,operating,USA,San Diego,4,915148800,1035504000,1374537600
Skyline Innovations, Clean Technology ,3000000,operating,USA,Washington D.C.,2,1249084800,1341187200,1370131200
Skyline International Development, Consulting ,40000000,operating,CAN,Toronto,1,883612800,1356998400,1356998400
Skyline Medical Inc., Health Care ,3101676,operating,USA,Minneapolis,4,1009843200,1257292800,1406505600
Skymet Weather Services, Environmental Innovation ,4500000,operating,IND,New Delhi,1,1356998400,1407283200,1407283200
SKY MobileMedia, Semiconductors ,15000000,operating,USA,San Diego,1,1041379200,1137456000,1137456000
Skynet Labs, Software ,793621,operating,IRL,Dublin,6,1319155200,1330214400,1385856000
SKY Network Technology, Curated Web ,4000000,operating,CHN,Hangzhou,2,1104537600,1183248000,1220227200
Skyonic, Environmental Innovation ,143500000,operating,USA,Austin,5,1104537600,1265587200,1400716800
Skype, Mobile ,76805032,acquired,LUX,Esch-sur-alzette,5,1059696000,1009843200,1271376000
SkyPicker.com, Travel ,523306,operating,CZE,Prague,2,1333238400,1325376000,1389657600
SkyPilot Networks, Web Hosting ,68400000,acquired,USA,SF Bay Area,4,946684800,978307200,1207008000
SkyPower, Clean Technology ,50000000,operating,CAN,Toronto,1,1258761600,1258675200,1258675200
SkyRecon Systems, Security ,10230000,operating,FRA,Paris,2,1041379200,1126483200,1173657600
Skyrider, Advertising ,17000000,closed,USA,SF Bay Area,2,1041379200,1161561600,1204675200
SkyRiver Technology Solutions, Software ,500000,operating,USA,SF Bay Area,1,1230768000,1251244800,1251244800
skyrockit, Mobile ,2600000,closed,USA,SF Bay Area,1,978307200,1310428800,1310428800
Skyscanner, Search ,5207611,operating,GBR,Edinburgh,2,1053043200,1193875200,1380758400
Skyscraper, Brand Marketing ,500000,operating,USA,SF Bay Area,2,1325376000,1337644800,1354492800
SkySpecs, Manufacturing ,480000,operating,USA,Detroit,1,1332979200,1408406400,1408406400
SkySQL, Software ,28500000,operating,FIN,Helsinki,4,1285891200,1285545600,1382400000
Sky Storage, Enterprise Software ,25000,operating,POL,Wroclaw,1,1261958400,1261958400,1261958400
Skystream Markets, Clean Technology ,4000000,operating,USA,New York City,2,1230768000,1334620800,1390262400
Skytap, Enterprise Software ,29510000,operating,USA,Seattle,5,1136073600,1185926400,1391558400
Skytide, Video Streaming ,6000000,operating,USA,SF Bay Area,1,1072915200,1124064000,1124064000
Skytree, Big Data ,21575000,operating,USA,SF Bay Area,4,1325376000,1329955200,1367280000
SkyWard IO. Inc., SaaS ,1532000,operating,USA,Portland. ME,1,1354320000,1404086400,1404086400
Skyway Software, Software ,4000000,closed,USA,Tampa,1,978307200,1179273600,1179273600
SkyWire, App Marketing ,1673537,operating,USA,Las Vegas,1,1131667200,1394582400,1394582400
Skyword, Semantic Search ,25456000,operating,USA,Boston,5,1292803200,1299196800,1410134400
SL8Z | CrowdSourced Recruiting, Recruiting ,50000,operating,USA,Washington D.C.,2,1356998400,1382313600,1382486400
Slack, Enterprise Software ,59950000,operating,USA,SF Bay Area,5,1230768000,1230768000,1398556800
Slacker, Music ,75663277,operating,USA,San Diego,6,1136073600,1180656000,1297296000
SlamAD.com, Software ,550000,operating,USA,Long Island,1,1390262400,1403568000,1403568000
Slantpoint Media Group LLC, News ,1350,operating,USA,Indianapolis,1,1398297600,1404086400,1404086400
Slate Pharmaceuticals, Biotechnology ,4777000,operating,USA,Raleigh-Durham,2,1167609600,1264723200,1285286400
Slate Science, Education ,1100000,operating,USA,New York City,1,1293840000,1362528000,1362528000
SLEDVision, Software ,30000,operating,USA,Raleigh,1,1325376000,1349222400,1349222400
Sleek Africa Magazine, News ,20000,operating,USA,New York City,1,1112918400,1381190400,1381190400
Sleep.FM, Hardware + Software ,15000,operating,USA,Philadelphia,1,1162339200,1222732800,1222732800
Sleep HealthCenters, Health Care ,1045984,operating,USA,Boston,1,852076800,1332633600,1332633600
Sleep Number, E-Commerce ,45000000,operating,USA,Twin Cities,2,541555200,1244246400,1255737600
SleepOut, Travel ,235000,operating,MUS,Plaines Wilhems,2,1323475200,1338422400,1367366400
Slice, Curated Web ,38025999,acquired,USA,SF Bay Area,4,1262304000,1273622400,1377216000
Slicebooks, EBooks ,300000,operating,USA,Denver,2,1293840000,1375228800,1375228800
Sliced Investing, Financial Services ,120000,operating,USA,SF Bay Area,1,1388534400,1405468800,1405468800
sliceX, Enterprise Software ,15000000,operating,USA,SF Bay Area,1,820454400,1218153600,1218153600
SLIC games, Games ,20000,operating,USA,Denver,2,1325376000,1349049600,1367366400
Slide, Photography ,78000000,closed,USA,SF Bay Area,4,1122854400,1104537600,1199145600
SlideBatch, Software ,780000,operating,USA,St. Louis,2,1293840000,1293840000,1372636800
Slidebean, Software ,185000,operating,CRI,Costa Rica,4,1370044800,1384732800,1406851200
Slime Sandwich, Games ,2750000,closed,USA,Denver,2,1230768000,1254355200,1269993600
Slingjot, Apps ,1200000,operating,USA,SF Bay Area,2,1299801600,1299801600,1361836800
Sling Media, Hardware + Software ,14500000,acquired,USA,SF Bay Area,2,1072915200,1099267200,1120176000
Slingr, Social Network Media ,181000,operating,USA,Los Angeles,1,1293840000,1370217600,1370217600
Slinky, Search ,250000,operating,USA,SF Bay Area,1,1291939200,1341446400,1341446400
Slipstream, Curated Web ,20000,closed,USA,SF Bay Area,1,1275350400,1283212800,1283212800
SLI Systems, Curated Web ,1000000,operating,USA,SF Bay Area,1,996624000,1197331200,1197331200
SLM Technologies, News ,40000,operating,USA,Tampa,1,1338508800,1403222400,1403222400
SL Pathology Leasing of Texas, Biotechnology ,1800000,operating,USA,Houston,1,1230768000,1265846400,1265846400
SLR Consulting, Consulting ,64420000,operating,GBR,London,1,757382400,1212537600,1212537600
SLR Technology Solutions, Tracking ,150000,closed,GBR,Liverpool,1,1136073600,1161129600,1161129600
Slurp.co.uk, Search ,200000,operating,GBR,London,1,1149120000,1149120000,1149120000
Smaato, Advertising ,43100000,operating,USA,SF Bay Area,5,1124323200,1199145600,1407196800
Smadex, Brand Marketing ,1087178,operating,ESP,Barcelona,2,1293840000,1340323200,1372636800
SMA Informatics, Heathcare ,125000,operating,USA,SF Bay Area,1,978307200,978307200,978307200
Smallaa, Social Media ,3000000,operating,USA,SF Bay Area,1,1199145600,1204329600,1204329600
Smallable, E-Commerce ,2687000,operating,FRA,Paris,1,1199145600,1292284800,1292284800
Small Bone Innovations, Health Care ,244000000,acquired,USA,Philadelphia,6,1241136000,1199145600,1323216000
Small Demons, Curated Web ,5566669,closed,USA,Los Angeles,5,1254355200,1262304000,1342396800
SmallRivers, Twitter Applications ,5100000,operating,CHE,Lausanne,4,1199145600,1199145600,1379376000
Smalltown, Advertising ,4000000,operating,USA,SF Bay Area,1,1105747200,1130803200,1130803200
Small World Labs, Communities ,1000000,operating,USA,Austin,1,1117584000,1205884800,1205884800
SmApper Technologies, Web Hosting ,9664366,closed,AUT,Tirol,2,1104537600,1185840000,1262736000
Smarp, Curated Web ,150000,operating,USA,New York City,1,1286668800,1285891200,1285891200
Smarp., Facebook Applications ,389485,operating,FIN,Helsinki,2,1298851200,1356912000,1385510400
SmartAngels.fr, Finance ,1381877,operating,FRA,Paris,1,1293840000,1398297600,1398297600
SmartAsset, Sales and Marketing ,7600000,operating,USA,New York City,3,1325376000,1344902400,1395705600
SmartBIM, Real Estate ,1277238,operating,USA,Atlanta,1,1167609600,1294704000,1294704000
SmartCare system, Electronics ,100000,operating,USA,Chicago,1,1325376000,1409184000,1409184000
Smart Checkout, Advertising ,2000000,operating,RUS,Moscow,1,883612800,1381881600,1381881600
SmartCloud, Software ,3000000,operating,USA,Boston,1,1230768000,1386201600,1386201600
SmartCrowds, Sales and Marketing ,110000,operating,IND,Bangalore,1,1191196800,1199145600,1199145600
Smartdate, Match-Making ,7800000,closed,FRA,Paris,2,1267401600,1267488000,1290384000
Smart Destinations, Travel ,13000000,operating,USA,Boston,3,1041379200,1229990400,1276646400
SmartDocs (Teknowmics), Software ,248811,closed,JPN,Tokyo,1,1285113600,1288569600,1288569600
SmartDrive Systems, Analytics ,128149887,operating,USA,San Diego,5,1072915200,1169510400,1339977600
Smart Energy, Clean Technology ,625100,operating,USA,Minneapolis,2,1230768000,1257206400,1303344000
SmartEquip, Services ,20690000,operating,USA,Hartford,2,991353600,1218412800,1263859200
Smarter Agent Mobile, Mobile ,2000000,operating,USA,Collingswood,1,1364774400,1364774400,1364774400
Smarter Remarketer, Email Marketing ,17325496,operating,USA,Indianapolis,3,1262304000,1352764800,1409011200
Smartesting, Software ,8520000,operating,FRA,Paris,2,1041379200,1125532800,1226534400
SmartExposee, iPad ,250000,operating,DEU,Berlin,1,1301616000,1343779200,1343779200
Smart Eye, Hardware + Software ,3895881,operating,SWE,Gothenburg,1,925516800,1361404800,1361404800
SmartFleet, Fleet Management ,1507962,operating,CAN,Vancouver,1,1370044800,1356998400,1356998400
SmartFlow Technologies, Biotechnology ,7673434,operating,USA,Raleigh,3,599616000,1259107200,1313020800
SmartFocus, Social Media Marketing ,30000000,operating,GBR,London,1,915148800,1349740800,1349740800
smartfundit.com, Finance ,5170000,closed,GBR,Camberley,1,1136073600,1228348800,1228348800
Smart Furniture, Home & Garden ,8660000,operating,USA,Chattanooga,6,978307200,1093564800,1400630400
Smart Gardener, Curated Web ,125000,operating,USA,Napa Valley,2,1262304000,1356998400,1390348800
Smart GPS Backpack, Public Relations ,50000,operating,USA,Tampa,1,1382140800,1382054400,1382054400
SmartHabitat, Hardware + Software ,1518160,operating,USA,Denver,2,1262304000,1294876800,1319673600
Smart Holograms, Health Care ,6790000,operating,GBR,Bedfordshire,1,978307200,1107216000,1107216000
SmartHub, Clean Technology ,40000,operating,CHL,Santiago,1,1356998400,1386806400,1386806400
Smartify, Business Analytics ,3500000,operating,USA,Los Angeles,1,1293840000,1293840000,1293840000
Smart Imaging Systems, Security ,909145,operating,USA,Beltsville,1,1199145600,1382054400,1382054400
Smartisan, Mobile ,40450000,operating,CHN,Beijing,2,1359676800,1387238400,1397433600
Smartling, Enterprise Software ,63099998,operating,USA,New York City,4,1230768000,1268870400,1400630400
SmartLink Radio Networks, Web Hosting ,15000000,operating,USA,Hartford,1,662688000,1107129600,1107129600
Smart Lunches, E-Commerce ,7039987,operating,USA,Boston,3,1293840000,1345680000,1404777600
Smart Mocha, Hardware + Software ,18000,operating,USA,Portland. ME,3,1356998400,1363824000,1389744000
SmartMove, Services ,100000,operating,USA,Fort Collins,1,1204848000,1388448000,1388448000
SmartNews, Software ,40200000,operating,JPN,Tokyo,2,1325376000,1376438400,1407369600
Smart Office Energy Solutions, Clean Energy ,150000,operating,USA,Houston,1,1259625600,1269993600,1269993600
SmartOn Learning, Education ,270000,operating,USA,New York City,2,1364342400,1376524800,1406160000
Smartpay, Social Media ,10000000,operating,CHN,Shanghai,3,1009843200,1122854400,1164931200
Smart Picture Technologies, Analytics ,175000,operating,USA,Austin,1,1326326400,1370390400,1370390400
Smart Pipe, Clean Technology ,12000000,operating,USA,Houston,1,946684800,1378339200,1378339200
Smart Planet Technologies, Clean Technology ,392327,operating,USA,Anaheim,4,1270598400,1238457600,1293580800
Smart Plate, Hardware + Software ,201956,operating,USA,SF Bay Area,1,1230768000,1353024000,1353024000
SmartProcure, Enterprise Software ,1825000,operating,USA,Ft. Lauderdale,3,1318723200,1335830400,1375660800
SMARTProfessional. LLC, Advertising ,25000,operating,USA,Philadelphia,1,1359676800,1344729600,1344729600
SmartRecruiters, Software ,15460000,operating,USA,SF Bay Area,2,1283299200,1326067200,1377129600
Smart Reno, Lead Generation ,1014987,operating,USA,New York City,2,1333238400,1333238400,1380585600
SmartShoot, Collaborative Consumption ,750000,operating,USA,SF Bay Area,3,1341100800,1295481600,1368576000
SmartSignal, Software ,250000,acquired,USA,Chicago,1,915148800,1111622400,1111622400
Smart Skin Technologies, Hardware + Software ,3959672,operating,USA,Newark,2,1230768000,1389052800,1389916800
SmartSky Networks, Web Hosting ,1036964,operating,USA,Charlotte,2,1293840000,1343865600,1401840000
Smart Sparrow, Education ,12000000,operating,AUS,Sydney,2,1293580800,1293840000,1393632000
SmartStay. Inc, Travel ,20000,operating,USA,Salt Lake City,1,1394841600,1407456000,1407456000
Smart Surgical, Hardware + Software ,476388,operating,USA,Boise,1,1262304000,1358726400,1358726400
Smartsy, Advertising ,643300,operating,USA,SF Bay Area,1,1293840000,1374451200,1374451200
SmartThings, Home Automation ,15500000,acquired,USA,Washington D.C.,2,1333238400,1354579200,1384214400
SmartVault, Software ,1300000,operating,USA,Houston,1,1167609600,1400371200,1400371200
Smartvue, Enterprise Software ,4100000,operating,USA,Nashville,2,820454400,1265673600,1396828800
smartwork solutions GmbH, Enterprise Software ,200000,operating,DEU,Gilching,1,1367366400,1367366400,1367366400
Smarty Ants, Education ,501550,operating,USA,SF Bay Area,2,1167609600,1244592000,1314144000
SmartZip Analytics, Marketing Automation ,18550000,operating,USA,SF Bay Area,3,1230768000,1236643200,1406073600
Smash Bucket, Social Media ,40000,operating,JPN,Kochi,1,1382313600,1407974400,1407974400
SmashFly, Software ,9000000,operating,USA,Boston,1,1167609600,1403568000,1403568000
Smashrun, Curated Web ,40000,operating,USA,New York City,1,1262304000,1322524800,1322524800
SMASHsolar, Clean Technology ,670000,operating,USA,SF Bay Area,1,1325376000,1380412800,1380412800
Smash Technologies, Messaging ,1350000,operating,USA,Pittsburgh,1,1167609600,1240185600,1240185600
SMATOOS, Education ,889120,operating,KOR,Seoul,1,1298937600,1293840000,1293840000
SMB Suite, Software ,3000000,operating,USA,Dallas,1,1072915200,1376438400,1376438400
Smile, Software ,3593500,operating,FRA,Paris,1,631152000,1263513600,1263513600
Smilebox, Photography ,14399999,acquired,USA,Seattle,4,967420800,1138752000,1266883200
Smile Family, Social Network Media ,1000000,operating,KOR,Seoul,1,1359676800,1390435200,1390435200
Smish, Software ,2000000,closed,USA,Anaheim,1,1238544000,1269820800,1269820800
Smisson-Cartledge Biomedical, Biotechnology ,3432992,operating,USA,Macon,4,820454400,1292457600,1343347200
Smith Electric Vehicles, Manufacturing ,67000000,operating,USA,Kansas City,2,1230768000,1264550400,1399852800
Smithers Avanza, Biotechnology ,620000,operating,USA,Baltimore,1,1230768000,1262649600,1262649600
Smithfield Case, Fashion ,1022917,operating,GBR,London,1,1293840000,1337731200,1337731200
Smith Micro Software, Software ,6881000,operating,JPN,Kochi,1,378691200,1256688000,1256688000
SmithsonMartin Inc., Music ,75000,operating,USA,Toronto,1,1283299200,1378080000,1378080000
Smith & Tinker, Games ,29000000,closed,USA,Omaha,1,1167609600,1251158400,1251158400
Smokazon.com, Consumer Electronics ,100000,operating,USA,Detroit,1,1356998400,1359676800,1359676800
Smoltek AB, Nanotechnology ,2500000,operating,SWE,Gothenburg,1,1133395200,1356998400,1356998400
Smore, Finance ,2125000,operating,USA,SF Bay Area,3,1312156800,1320105600,1399334400
SMR SITE, Curated Web ,60000,closed,USA,Palm Beaches,1,1235865600,1241136000,1241136000
SMRxT, Health and Wellness ,1359620,operating,USA,New York City,1,1262304000,1262908800,1262908800
SMSA CRANE ACQUISITION, Biotechnology ,3372371,operating,USA,Miami,1,1230768000,1393459200,1393459200
SMS Assist, Enterprise Software ,60000000,operating,USA,Chicago,2,788918400,1308700800,1382400000
SMS GupShup, Mobile ,22000000,operating,IND,Mumbai,2,770428800,1263945600,1314748800
smsPREP, Education ,35000,operating,USA,SF Bay Area,1,1249084800,1245196800,1245196800
SMT Research and Development, Health Care ,10500000,closed,ISR,Tel Aviv,1,1072915200,1301788800,1301788800
Smule, Music ,42100000,operating,USA,SF Bay Area,5,1199145600,1199145600,1397088000
SMX, Security ,1670000,operating,NZL,Auckland,1,1138752000,1248048000,1248048000
Snaapiq, Social Media Marketing ,103000,operating,USA,Washington D.C.,2,1375315200,1391126400,1406851200
Snabboteket, Pharmaceuticals ,843973,operating,SWE,Malmo,3,1314835200,1314835200,1380585600
Snacksquare, Transportation ,30000,operating,USA,Santa Barbara,1,1263513600,1263513600,1263513600
snagajob.com, Consulting ,41000000,operating,USA,Richmond,3,915148800,1153872000,1299715200
SnagFilms, Video ,29472731,operating,USA,Washington D.C.,4,1216080000,1295136000,1387929600
Snagsta, Search ,210907,operating,GBR,London,2,1183248000,1191196800,1214870400
Snakk Media, Tablets ,13450000,operating,AUS,Sydney,4,1293840000,1317427200,1369353600
Snapbridge Software, Software ,3550000,operating,USA,San Diego,1,978307200,1132185600,1132185600
snapCard, Online Shopping ,60000,operating,USA,SF Bay Area,1,1380585600,1385856000,1385856000
Snapchat, File Sharing ,162985000,operating,USA,Pacific Palisades,5,1304208000,1335830400,1386720000
Snapcious, Mobile Games ,150000,operating,USA,Los Angeles,1,1301616000,1354320000,1354320000
SnapDash, File Sharing ,85000,operating,USA,Washington D.C.,1,1343779200,1374451200,1374451200
Snapdeal, E-Commerce ,435700000,operating,IND,New Delhi,7,1262304000,1293840000,1409097600
Snapette, Mobile ,1500000,acquired,USA,New York City,1,1293840000,1318377600,1318377600
Snapfinger. Inc., Enterprise Software ,10760000,operating,USA,Atlanta,2,1167609600,1167609600,1267574400
Snapfish, Photography ,43500000,acquired,USA,SF Bay Area,2,915148800,941414400,957139200
Snapguide, Curated Web ,10000000,operating,USA,SF Bay Area,3,1293840000,1307491200,1379462400
SNAPin Software, Software ,22300000,acquired,USA,Omaha,2,1041379200,1121040000,1139270400
SNAP Interactive. Inc., Networking ,9250000,operating,USA,New York City,2,1121731200,1167609600,1294963200
Snapkin, Kinect ,30424,operating,FRA,Languedoc-Roussillon,1,1377043200,1377907200,1377907200
SnapMD, Health Care ,600000,operating,USA,Phoenix,1,1356998400,1376524800,1376524800
SnapMyAd, iOS ,50000,operating,USA,Philadelphia,1,1338163200,1379376000,1379376000
SnapNames, E-Commerce ,8800000,acquired,USA,Portland. ME,3,946684800,991353600,1009756800
SNAPP', NFC ,3798030,operating,FRA,Aquitaine,3,1217548800,1203465600,1277856000
SnappCloud, None ,5000000,operating,USA,Washington D.C.,1,1293840000,1151712000,1151712000
SnappyTV, Cloud Computing ,759260,acquired,USA,SF Bay Area,2,1262304000,1359676800,1387497600
SnapRetail, Software ,10800000,operating,USA,Pittsburgh,2,1262304000,1298592000,1400025600
Snaps, Augmented Reality ,4510000,operating,USA,New York City,3,1301616000,1302220800,1379894400
SnapSense, Tracking ,10000,operating,USA,Chicago,1,1314835200,1370044800,1370044800
Snapsheet, Mobile ,11250000,operating,USA,Chicago,3,1262304000,1314835200,1386115200
SnapShot GmbH, Hotels ,2203613,operating,AUT,Salzburg,1,1359676800,1396310400,1396310400
Snapsort, Advice ,500000,operating,CAN,Toronto,1,1249084800,1313712000,1313712000
Snapstream, Software ,50,operating,USA,Atlanta,1,1384128000,1383955200,1383955200
Snap Technologies, Curated Web ,10000000,operating,USA,Los Angeles,1,1072915200,1120176000,1120176000
Snaptee, Mobile ,1950000,operating,HKG,Hong Kong Island,3,1383264000,1361923200,1409616000
SnapTell, Advertising ,4000000,acquired,USA,SF Bay Area,1,1136073600,1181174400,1181174400
Snaptracs, Curated Web ,2500000,operating,USA,San Diego,1,1262304000,1392336000,1392336000
Snap Trends, Software ,800000,operating,USA,Austin,1,1338508800,1366588800,1366588800
Snaptu, Mobile ,6000000,acquired,GBR,London,1,761702400,1277164800,1277164800
Snapverse, Mobile ,3500000,operating,USA,SF Bay Area,1,1325376000,1383004800,1383004800
Snapvine, Messaging ,12000000,acquired,USA,Seattle,2,1104537600,1151712000,1188604800
SnapYeti, Photo Sharing ,50000,operating,USA,Raleigh,1,1356998400,1408924800,1408924800
Snehta, Data Integration ,6900000,operating,USA,Atlanta,3,1312156800,1318896000,1388534400
Snibbe Studio, Graphics ,100000,acquired,USA,SF Bay Area,1,1298937600,1362096000,1362096000
Snip2Code, Software ,25000,operating,USA,SF Bay Area,1,1334448000,1389571200,1389571200
Snipd, Curated Web ,15000,closed,USA,SF Bay Area,1,1212278400,1212278400,1212278400
Snipi, Social Buying ,4074999,operating,USA,Philadelphia,3,1167609600,1255651200,1357862400
SnipSnap, iPhone ,2845000,operating,USA,Philadelphia,3,1312156800,1336694400,1387756800
Snoball, Social Network Media ,1500000,operating,USA,Austin,1,1293840000,1313366400,1313366400
SNOBSWAP, E-Commerce ,1020000,operating,USA,Washington D.C.,3,1264982400,1370217600,1407456000
Snoobe, Mobile ,390000,operating,JPN,Kochi,2,1328054400,1360454400,1382659200
SnoopWall, Security ,1215000,operating,USA,Manchester. New Hampshire,2,1356998400,1373500800,1393977600
Snooth Media, Reviews and Recommendations ,3300000,operating,USA,New York City,4,1136073600,1164931200,1232064000
Snootlab, Electronics ,141699,operating,FRA,Toulouse,1,1262390400,1301616000,1301616000
Snoox, Curated Web ,2000000,operating,USA,New York City,1,1325376000,1362528000,1362528000
Snow & Alps, Curated Web ,1286600,operating,DEU,Munich,1,1346457600,1389052800,1389052800
SnowGate, Security ,1060000,operating,USA,Denver,3,1328054400,1338854400,1388448000
Snowman, None ,10400000,closed,IND,Bangalore,1,820454400,1371168000,1371168000
Snowshoefood, Curated Web ,300000,operating,USA,Huntsville,1,1262304000,1384387200,1384387200
SnowShoe Stamp, Toys ,3097787,operating,USA,SF Bay Area,5,1270080000,1325289600,1407974400
SNRLabs, Software ,2076250,acquired,USA,Dallas,1,1269561600,1258243200,1258243200
SNTMNT, Analytics ,50000,operating,NLD,Amsterdam,1,1322611200,1332460800,1332460800
Snugg Home, Enterprise Software ,155000,operating,USA,Denver,2,1270080000,1291161600,1337817600
Snupps, Curated Web ,5000000,operating,GBR,London,1,1323129600,1397088000,1397088000
Soane Energy, Clean Technology ,10000000,operating,USA,Boston,1,1164931200,1253059200,1253059200
Soapbox, Curated Web ,95652,operating,GBR,London,1,1350777600,1363910400,1363910400
Soapbox Mobile, SMS ,10125000,operating,USA,San Diego,3,1073692800,1086048000,1128124800
SoapBox Soaps, E-Commerce ,509500,operating,USA,Alexandria,3,1262304000,1354233600,1395360000
SOA Software, Software ,21000000,operating,USA,Los Angeles,2,978307200,1150070400,1395964800
SOASTA, Cloud Computing ,63614000,operating,USA,SF Bay Area,7,1140220800,1146182400,1375920000
SoBiz10, Social Network Media ,110000,operating,USA,Denver,1,1262304000,1285200000,1285200000
Sobresalen, Software ,40000,operating,CHL,Santiago,1,1325376000,1351123200,1351123200
SoccerFreakz, Entertainment ,1000000,operating,GBR,London,1,1293840000,1293840000,1293840000
Soceaniq, Software ,749000,operating,USA,Boston,1,1293840000,1337558400,1337558400
Sociact, Sales and Marketing ,20000,operating,ITA,Piemonte,1,1325376000,1326153600,1326153600
Soci Ads, Networking ,50000,operating,IND,Mumbai,1,1294704000,1294704000,1294704000
